AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceId,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,Tags,x_ResourceGroupName
us-east-1-a,204.87,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Elastic Compute Cloud usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,204.87,8.750000,204.87,INV-AWS-202608,AWS,204.87,8.750000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:ec2:us-east-1:123456789012:instance/i-0a1b2c3d4e5f6g7h8,marketing-worker-01,AWS::EC2::Instance,Compute,Amazon Elastic Compute Cloud,SKU-AWS-M5-2XL,SKUP-SKU-AWS-M5-2XL,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,63.91,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Simple Storage Service usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,2826,GB-Mo,63.91,0.023000,63.91,INV-AWS-202608,AWS,63.91,0.023000,OnDemand,2826,GB-Mo,AWS,AWS,us-east-1,us-east-1,arn:aws:s3:::marketing-assets-prod,marketing-assets-prod,AWS::S3::Bucket,Storage,Amazon Simple Storage Service,SKU-AWS-S3-STD,SKUP-SKU-AWS-S3-STD,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,121.38,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Relational Database Service usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,121.38,5.000000,121.38,INV-AWS-202608,AWS,121.38,5.000000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:rds:us-east-1:123456789012:db:marketing-db,marketing-db,AWS::RDS::DBInstance,Database,Amazon Relational Database Service,SKU-AWS-RDS-M5L,SKUP-SKU-AWS-RDS-M5L,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-ashburn-1-a,84.01,BA-OCI-004,Enterprise Oracle,USD,2026-08-31,2026-08-01,Usage,,OCI Compute usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,84.01,3.542000,84.01,INV-ORA-202608,Oracle,84.01,3.542000,OnDemand,24,Hours,Oracle,Oracle,us-ashburn-1,us-ashburn-1,ocid1.instance.oc1.iad.anuwcljrn7x01,oci-worker-01,oci:compute:instance,Compute,OCI Compute,SKU-OCI-E4-FLEX,SKUP-SKU-OCI-E4-FLEX,sub-oci-dw,data-platform,"{""team"": ""data-platform"", ""provider"": ""Oracle"", ""env"": ""prod""}",rg-oci-dw
us-central1-a,142.95,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,24,Hours,142.95,5.927000,142.95,INV-GOO-202608,Google,142.95,5.927000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-01,analytics-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-N2-01,SKUP-SKU-GCP-N2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,284.04,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,24,Hours,284.04,11.854000,284.04,INV-GOO-202608,Google,284.04,11.854000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-02,analytics-worker-02,compute/instance,Compute,Compute Engine,SKU-GCP-E16-01,SKUP-SKU-GCP-E16-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,35.57,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,24,Hours,35.57,1.479000,35.57,INV-GOO-202608,Google,35.57,1.479000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-b/instances/batch-worker-01,batch-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-D2-01,SKUP-SKU-GCP-D2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,45.79,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Cloud Storage usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,2300,GB-Mo,45.79,0.020000,45.79,INV-GOO-202608,Google,45.79,0.020000,OnDemand,2300,GB-Mo,Google,Google,us-central1,us-central1,projects/prod-analytics/buckets/analytics-lakehouse,analytics-lakehouse,storage/bucket,Storage,Cloud Storage,SKU-GCP-GCS-01,SKUP-SKU-GCP-GCS-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,96.40,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Cloud SQL usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,24,Hours,96.40,3.958000,96.40,INV-GOO-202608,Google,96.40,3.958000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/instances/analytics-db-01,analytics-db-01,sql/database,Database,Cloud SQL,SKU-GCP-SQL-01,SKUP-SKU-GCP-SQL-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
eastus-a,178.17,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,Virtual Machines usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,24,Hours,178.17,7.500000,178.17,INV-MIC-202608,Microsoft,178.17,7.500000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Compute/virtualMachines/core-app-vm1,core-app-vm1,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,SKU-AZ-D4S,SKUP-SKU-AZ-D4S,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
eastus-a,364.38,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,Virtual Machines usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,24,Hours,364.38,15.000000,364.38,INV-MIC-202608,Microsoft,364.38,15.000000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Compute/virtualMachines/core-app-vm2,core-app-vm2,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,SKU-AZ-E8S,SKUP-SKU-AZ-E8S,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
eastus-a,54.24,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,SQL Database usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,24,Hours,54.24,2.292000,54.24,INV-MIC-202608,Microsoft,54.24,2.292000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Sql/servers/sql-core/databases/db-core,db-core,Microsoft.Sql/servers/databases,Database,SQL Database,SKU-AZ-SQL-GP,SKUP-SKU-AZ-SQL-GP,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
us-east-1-a,206.87,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Elastic Compute Cloud usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,24,Hours,206.87,8.750000,206.87,INV-AWS-202608,AWS,206.87,8.750000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:ec2:us-east-1:123456789012:instance/i-0a1b2c3d4e5f6g7h8,marketing-worker-01,AWS::EC2::Instance,Compute,Amazon Elastic Compute Cloud,SKU-AWS-M5-2XL,SKUP-SKU-AWS-M5-2XL,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,63.52,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Simple Storage Service usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,2826,GB-Mo,63.52,0.023000,63.52,INV-AWS-202608,AWS,63.52,0.023000,OnDemand,2826,GB-Mo,AWS,AWS,us-east-1,us-east-1,arn:aws:s3:::marketing-assets-prod,marketing-assets-prod,AWS::S3::Bucket,Storage,Amazon Simple Storage Service,SKU-AWS-S3-STD,SKUP-SKU-AWS-S3-STD,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,117.79,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Relational Database Service usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,24,Hours,117.79,5.000000,117.79,INV-AWS-202608,AWS,117.79,5.000000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:rds:us-east-1:123456789012:db:marketing-db,marketing-db,AWS::RDS::DBInstance,Database,Amazon Relational Database Service,SKU-AWS-RDS-M5L,SKUP-SKU-AWS-RDS-M5L,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-ashburn-1-a,83.06,BA-OCI-004,Enterprise Oracle,USD,2026-08-31,2026-08-01,Usage,,OCI Compute usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,24,Hours,83.06,3.542000,83.06,INV-ORA-202608,Oracle,83.06,3.542000,OnDemand,24,Hours,Oracle,Oracle,us-ashburn-1,us-ashburn-1,ocid1.instance.oc1.iad.anuwcljrn7x01,oci-worker-01,oci:compute:instance,Compute,OCI Compute,SKU-OCI-E4-FLEX,SKUP-SKU-OCI-E4-FLEX,sub-oci-dw,data-platform,"{""team"": ""data-platform"", ""provider"": ""Oracle"", ""env"": ""prod""}",rg-oci-dw
us-central1-a,142.56,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-14 23:59:59,2026-08-14 00:00:00,,,,,24,Hours,142.56,5.927000,142.56,INV-GOO-202608,Google,142.56,5.927000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-01,analytics-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-N2-01,SKUP-SKU-GCP-N2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,288.98,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-14 23:59:59,2026-08-14 00:00:00,,,,,24,Hours,288.98,11.854000,288.98,INV-GOO-202608,Google,288.98,11.854000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-02,analytics-worker-02,compute/instance,Compute,Compute Engine,SKU-GCP-E16-01,SKUP-SKU-GCP-E16-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,34.83,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-14 23:59:59,2026-08-14 00:00:00,,,,,24,Hours,34.83,1.479000,34.83,INV-GOO-202608,Google,34.83,1.479000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-b/instances/batch-worker-01,batch-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-D2-01,SKUP-SKU-GCP-D2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,45.22,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Cloud Storage usage,Usage,2026-08-14 23:59:59,2026-08-14 00:00:00,,,,,2300,GB-Mo,45.22,0.020000,45.22,INV-GOO-202608,Google,45.22,0.020000,OnDemand,2300,GB-Mo,Google,Google,us-central1,us-central1,projects/prod-analytics/buckets/analytics-lakehouse,analytics-lakehouse,storage/bucket,Storage,Cloud Storage,SKU-GCP-GCS-01,SKUP-SKU-GCP-GCS-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,94.91,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Cloud SQL usage,Usage,2026-08-14 23:59:59,2026-08-14 00:00:00,,,,,24,Hours,94.91,3.958000,94.91,INV-GOO-202608,Google,94.91,3.958000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/instances/analytics-db-01,analytics-db-01,sql/database,Database,Cloud SQL,SKU-GCP-SQL-01,SKUP-SKU-GCP-SQL-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
eastus-a,182.43,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,Virtual Machines usage,Usage,2026-08-14 23:59:59,2026-08-14 00:00:00,,,,,24,Hours,182.43,7.500000,182.43,INV-MIC-202608,Microsoft,182.43,7.500000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Compute/virtualMachines/core-app-vm1,core-app-vm1,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,SKU-AZ-D4S,SKUP-SKU-AZ-D4S,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
eastus-a,370.29,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,Virtual Machines usage,Usage,2026-08-14 23:59:59,2026-08-14 00:00:00,,,,,24,Hours,370.29,15.000000,370.29,INV-MIC-202608,Microsoft,370.29,15.000000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Compute/virtualMachines/core-app-vm2,core-app-vm2,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,SKU-AZ-E8S,SKUP-SKU-AZ-E8S,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
eastus-a,55.08,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,SQL Database usage,Usage,2026-08-14 23:59:59,2026-08-14 00:00:00,,,,,24,Hours,55.08,2.292000,55.08,INV-MIC-202608,Microsoft,55.08,2.292000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Sql/servers/sql-core/databases/db-core,db-core,Microsoft.Sql/servers/databases,Database,SQL Database,SKU-AZ-SQL-GP,SKUP-SKU-AZ-SQL-GP,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
us-east-1-a,207.27,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Elastic Compute Cloud usage,Usage,2026-08-14 23:59:59,2026-08-14 00:00:00,,,,,24,Hours,207.27,8.750000,207.27,INV-AWS-202608,AWS,207.27,8.750000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:ec2:us-east-1:123456789012:instance/i-0a1b2c3d4e5f6g7h8,marketing-worker-01,AWS::EC2::Instance,Compute,Amazon Elastic Compute Cloud,SKU-AWS-M5-2XL,SKUP-SKU-AWS-M5-2XL,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,63.44,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Simple Storage Service usage,Usage,2026-08-14 23:59:59,2026-08-14 00:00:00,,,,,2826,GB-Mo,63.44,0.023000,63.44,INV-AWS-202608,AWS,63.44,0.023000,OnDemand,2826,GB-Mo,AWS,AWS,us-east-1,us-east-1,arn:aws:s3:::marketing-assets-prod,marketing-assets-prod,AWS::S3::Bucket,Storage,Amazon Simple Storage Service,SKU-AWS-S3-STD,SKUP-SKU-AWS-S3-STD,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,117.80,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Relational Database Service usage,Usage,2026-08-14 23:59:59,2026-08-14 00:00:00,,,,,24,Hours,117.80,5.000000,117.80,INV-AWS-202608,AWS,117.80,5.000000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:rds:us-east-1:123456789012:db:marketing-db,marketing-db,AWS::RDS::DBInstance,Database,Amazon Relational Database Service,SKU-AWS-RDS-M5L,SKUP-SKU-AWS-RDS-M5L,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-ashburn-1-a,83.61,BA-OCI-004,Enterprise Oracle,USD,2026-08-31,2026-08-01,Usage,,OCI Compute usage,Usage,2026-08-14 23:59:59,2026-08-14 00:00:00,,,,,24,Hours,83.61,3.542000,83.61,INV-ORA-202608,Oracle,83.61,3.542000,OnDemand,24,Hours,Oracle,Oracle,us-ashburn-1,us-ashburn-1,ocid1.instance.oc1.iad.anuwcljrn7x01,oci-worker-01,oci:compute:instance,Compute,OCI Compute,SKU-OCI-E4-FLEX,SKUP-SKU-OCI-E4-FLEX,sub-oci-dw,data-platform,"{""team"": ""data-platform"", ""provider"": ""Oracle"", ""env"": ""prod""}",rg-oci-dw
us-central1-a,139.51,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-15 23:59:59,2026-08-15 00:00:00,,,,,24,Hours,139.51,5.927000,139.51,INV-GOO-202608,Google,139.51,5.927000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-01,analytics-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-N2-01,SKUP-SKU-GCP-N2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,276.21,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-15 23:59:59,2026-08-15 00:00:00,,,,,24,Hours,276.21,11.854000,276.21,INV-GOO-202608,Google,276.21,11.854000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-02,analytics-worker-02,compute/instance,Compute,Compute Engine,SKU-GCP-E16-01,SKUP-SKU-GCP-E16-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,35.57,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-15 23:59:59,2026-08-15 00:00:00,,,,,24,Hours,35.57,1.479000,35.57,INV-GOO-202608,Google,35.57,1.479000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-b/instances/batch-worker-01,batch-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-D2-01,SKUP-SKU-GCP-D2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,45.38,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Cloud Storage usage,Usage,2026-08-15 23:59:59,2026-08-15 00:00:00,,,,,2300,GB-Mo,45.38,0.020000,45.38,INV-GOO-202608,Google,45.38,0.020000,OnDemand,2300,GB-Mo,Google,Google,us-central1,us-central1,projects/prod-analytics/buckets/analytics-lakehouse,analytics-lakehouse,storage/bucket,Storage,Cloud Storage,SKU-GCP-GCS-01,SKUP-SKU-GCP-GCS-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,97.70,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Cloud SQL usage,Usage,2026-08-15 23:59:59,2026-08-15 00:00:00,,,,,24,Hours,97.70,3.958000,97.70,INV-GOO-202608,Google,97.70,3.958000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/instances/analytics-db-01,analytics-db-01,sql/database,Database,Cloud SQL,SKU-GCP-SQL-01,SKUP-SKU-GCP-SQL-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
eastus-a,180.58,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,Virtual Machines usage,Usage,2026-08-15 23:59:59,2026-08-15 00:00:00,,,,,24,Hours,180.58,7.500000,180.58,INV-MIC-202608,Microsoft,180.58,7.500000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Compute/virtualMachines/core-app-vm1,core-app-vm1,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,SKU-AZ-D4S,SKUP-SKU-AZ-D4S,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
eastus-a,364.26,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,Virtual Machines usage,Usage,2026-08-15 23:59:59,2026-08-15 00:00:00,,,,,24,Hours,364.26,15.000000,364.26,INV-MIC-202608,Microsoft,364.26,15.000000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Compute/virtualMachines/core-app-vm2,core-app-vm2,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,SKU-AZ-E8S,SKUP-SKU-AZ-E8S,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
eastus-a,53.77,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,SQL Database usage,Usage,2026-08-15 23:59:59,2026-08-15 00:00:00,,,,,24,Hours,53.77,2.292000,53.77,INV-MIC-202608,Microsoft,53.77,2.292000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Sql/servers/sql-core/databases/db-core,db-core,Microsoft.Sql/servers/databases,Database,SQL Database,SKU-AZ-SQL-GP,SKUP-SKU-AZ-SQL-GP,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
us-east-1-a,214.64,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Elastic Compute Cloud usage,Usage,2026-08-15 23:59:59,2026-08-15 00:00:00,,,,,24,Hours,214.64,8.750000,214.64,INV-AWS-202608,AWS,214.64,8.750000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:ec2:us-east-1:123456789012:instance/i-0a1b2c3d4e5f6g7h8,marketing-worker-01,AWS::EC2::Instance,Compute,Amazon Elastic Compute Cloud,SKU-AWS-M5-2XL,SKUP-SKU-AWS-M5-2XL,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,64.96,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Simple Storage Service usage,Usage,2026-08-15 23:59:59,2026-08-15 00:00:00,,,,,2826,GB-Mo,64.96,0.023000,64.96,INV-AWS-202608,AWS,64.96,0.023000,OnDemand,2826,GB-Mo,AWS,AWS,us-east-1,us-east-1,arn:aws:s3:::marketing-assets-prod,marketing-assets-prod,AWS::S3::Bucket,Storage,Amazon Simple Storage Service,SKU-AWS-S3-STD,SKUP-SKU-AWS-S3-STD,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,122.68,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Relational Database Service usage,Usage,2026-08-15 23:59:59,2026-08-15 00:00:00,,,,,24,Hours,122.68,5.000000,122.68,INV-AWS-202608,AWS,122.68,5.000000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:rds:us-east-1:123456789012:db:marketing-db,marketing-db,AWS::RDS::DBInstance,Database,Amazon Relational Database Service,SKU-AWS-RDS-M5L,SKUP-SKU-AWS-RDS-M5L,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-ashburn-1-a,85.38,BA-OCI-004,Enterprise Oracle,USD,2026-08-31,2026-08-01,Usage,,OCI Compute usage,Usage,2026-08-15 23:59:59,2026-08-15 00:00:00,,,,,24,Hours,85.38,3.542000,85.38,INV-ORA-202608,Oracle,85.38,3.542000,OnDemand,24,Hours,Oracle,Oracle,us-ashburn-1,us-ashburn-1,ocid1.instance.oc1.iad.anuwcljrn7x01,oci-worker-01,oci:compute:instance,Compute,OCI Compute,SKU-OCI-E4-FLEX,SKUP-SKU-OCI-E4-FLEX,sub-oci-dw,data-platform,"{""team"": ""data-platform"", ""provider"": ""Oracle"", ""env"": ""prod""}",rg-oci-dw
